Age,Primary streaming service,Primary_streaming_service_in_numbers,Hours_per_day_percentage,Anxiety,Depression,Insomnia,OCD,Overall_Mental_Health_out_of_100
16.0,Spotify,1,62.5,8.0,10.0,9.0,2.0,72.5
20.0,I do not use a streaming service.,5,2.083333333333333,8.0,9.0,6.0,4.0,67.5
17.0,Spotify,1,12.5,5.0,6.0,9.0,9.0,72.5
29.0,I do not use a streaming service.,5,8.333333333333332,9.0,3.0,7.0,2.0,52.5
20.0,Spotify,1,16.666666666666664,3.0,2.0,1.0,6.0,30.0
16.0,Spotify,1,8.333333333333332,7.0,7.0,4.0,0.0,45.0
21.0,Spotify,1,4.166666666666666,7.0,9.0,1.0,2.0,47.5
16.0,Spotify,1,100.0,5.0,1.0,9.0,1.0,40.0
43.0,Spotify,1,4.166666666666666,3.0,3.0,0.0,0.0,15.0
32.0,Pandora,2,8.333333333333332,8.0,7.0,5.0,4.0,60.0
10.0,YouTube Music,3,8.333333333333332,8.0,2.0,1.0,1.0,30.0
27.0,Spotify,1,12.5,4.0,0.0,0.0,0.0,10.0
24.0,Spotify,1,12.5,9.0,6.0,1.0,1.0,42.5
18.0,Spotify,1,8.333333333333332,10.0,7.0,2.0,0.0,47.5
17.0,Apple Music,4,29.166666666666668,8.0,7.0,7.0,4.0,65.0
19.0,Spotify,1,25.0,1.0,0.0,0.0,0.0,2.5
16.0,YouTube Music,3,12.5,5.0,7.0,1.0,4.0,42.5
64.0,Other streaming service,6,20.833333333333336,7.0,6.0,9.0,2.0,60.0
33.0,Apple Music,4,16.666666666666664,8.0,8.0,2.0,2.0,50.0
32.0,I do not use a streaming service.,5,12.5,2.0,2.0,8.0,0.0,30.0
15.0,Pandora,2,8.333333333333332,6.0,0.0,0.0,2.0,20.0
27.0,YouTube Music,3,12.5,2.0,0.0,1.0,0.0,7.5
20.0,I do not use a streaming service.,5,8.333333333333332,6.0,2.0,6.0,7.0,52.5
23.0,I do not use a streaming service.,5,8.333333333333332,6.0,1.0,0.0,5.0,30.0
19.0,Apple Music,4,12.5,7.0,6.0,4.0,0.0,42.5
12.0,YouTube Music,3,8.333333333333332,0.0,0.0,3.0,0.0,7.5
16.0,Other streaming service,6,12.5,9.0,7.0,10.0,6.0,80.0
17.0,Other streaming service,6,0.0,10.0,0.0,0.0,0.0,25.0
14.0,Spotify,1,4.166666666666666,6.0,6.0,3.0,0.0,37.5
32.0,Spotify,1,8.333333333333332,4.0,3.0,1.0,6.0,35.0
20.0,Spotify,1,8.333333333333332,6.0,2.0,2.0,1.0,27.5
54.0,I do not use a streaming service.,5,25.0,2.0,2.0,3.0,2.0,22.5
18.0,Spotify,1,20.833333333333336,7.0,4.0,5.0,6.0,55.0
14.0,Spotify,1,8.333333333333332,7.0,5.0,3.0,2.0,42.5
13.0,Other streaming service,6,16.666666666666664,8.0,5.0,10.0,3.0,65.0
19.0,Apple Music,4,33.33333333333333,7.0,5.0,6.0,5.0,57.5
14.0,Spotify,1,16.666666666666664,6.0,8.0,8.0,2.0,60.0
14.0,YouTube Music,3,6.25,1.0,2.0,4.0,3.0,25.0
18.0,Apple Music,4,8.333333333333332,3.0,2.0,0.0,2.0,17.5
15.0,Spotify,1,20.833333333333336,6.0,7.0,7.0,4.0,60.0
24.0,YouTube Music,3,25.0,6.0,7.0,2.0,0.0,37.5
17.0,Apple Music,4,8.333333333333332,9.0,8.0,4.0,8.0,72.5
44.0,Spotify,1,8.333333333333332,7.0,7.0,2.0,1.0,42.5
23.0,Spotify,1,4.166666666666666,1.0,0.0,1.0,0.0,5.0
21.0,Apple Music,4,4.166666666666666,4.0,3.0,4.0,5.0,40.0
57.0,Other streaming service,6,8.333333333333332,2.0,0.0,0.0,0.0,5.0
23.0,Spotify,1,8.333333333333332,0.0,5.0,7.0,0.0,30.0
18.0,Spotify,1,4.166666666666666,8.0,7.0,7.0,0.0,55.0
26.0,Spotify,1,58.333333333333336,5.0,10.0,8.0,0.0,57.5
13.0,YouTube Music,3,12.5,8.0,7.0,9.0,2.0,65.0
15.0,Spotify,1,12.5,9.0,6.0,8.0,5.0,70.0
57.0,YouTube Music,3,8.333333333333332,2.0,2.0,7.0,0.0,27.5
12.0,Spotify,1,2.083333333333333,7.0,8.0,6.0,2.0,57.5
26.0,Spotify,1,25.0,10.0,10.0,8.0,2.0,75.0
17.0,Spotify,1,4.166666666666666,8.0,5.0,2.0,3.0,45.0
17.0,Spotify,1,8.333333333333332,7.0,8.0,2.0,5.0,55.0
69.0,Pandora,2,16.666666666666664,1.0,1.0,2.0,0.0,10.0
17.0,Spotify,1,12.5,9.0,10.0,10.0,3.0,80.0
32.0,Spotify,1,50.0,9.0,4.0,4.0,4.0,52.5
22.0,YouTube Music,3,12.5,8.0,2.0,4.0,0.0,35.0
38.0,Spotify,1,4.166666666666666,1.0,1.0,5.0,1.0,20.0
18.0,YouTube Music,3,41.66666666666667,10.0,9.0,9.0,8.0,90.0
14.0,Spotify,1,20.833333333333336,3.0,0.0,2.0,3.0,20.0
14.0,Other streaming service,6,2.083333333333333,4.0,0.0,4.0,0.0,20.0
19.0,Spotify,1,20.833333333333336,2.0,3.0,5.0,2.0,30.0
20.0,YouTube Music,3,12.5,2.0,3.0,3.0,0.0,20.0
18.0,Spotify,1,8.333333333333332,8.0,4.0,3.0,0.0,37.5
30.0,Spotify,1,54.166666666666664,10.0,10.0,10.0,7.0,92.5
31.0,I do not use a streaming service.,5,16.666666666666664,8.0,8.0,9.0,3.0,70.0
72.0,Spotify,1,25.0,0.0,1.0,0.0,2.0,7.5
73.0,Pandora,2,12.5,5.0,4.0,0.0,1.0,25.0
16.0,Spotify,1,16.666666666666664,7.5,5.0,7.0,8.5,70.0
19.0,YouTube Music,3,12.5,3.0,3.0,0.0,0.0,15.0
16.0,Spotify,1,8.333333333333332,7.0,5.0,3.0,1.0,40.0
12.0,Spotify,1,8.333333333333332,8.0,0.0,1.0,6.0,37.5
39.0,Spotify,1,4.166666666666666,6.0,4.0,1.0,1.0,30.0
15.0,Spotify,1,25.0,8.0,8.0,7.0,10.0,82.5
14.0,Spotify,1,37.5,10.0,8.0,9.0,5.0,80.0
21.0,Spotify,1,4.166666666666666,3.0,0.0,2.0,0.0,12.5
38.0,Apple Music,4,4.166666666666666,5.0,5.0,7.0,1.0,45.0
23.0,Spotify,1,2.083333333333333,7.0,7.0,6.0,5.0,62.5
16.0,Other streaming service,6,4.166666666666666,7.0,4.0,6.0,3.0,50.0
21.0,Apple Music,4,6.25,3.0,3.0,1.0,0.0,17.5
13.0,Spotify,1,25.0,4.0,0.0,0.0,2.0,15.0
16.0,Spotify,1,16.666666666666664,3.0,0.0,6.0,9.0,45.0
18.0,Spotify,1,25.0,5.0,1.0,6.0,0.0,30.0
21.0,Spotify,1,16.666666666666664,10.0,6.0,8.0,0.0,60.0
17.0,Spotify,1,6.25,7.0,5.0,1.0,2.0,37.5
24.0,Apple Music,4,8.333333333333332,7.0,7.0,0.0,4.0,45.0
14.0,Apple Music,4,8.333333333333332,6.0,0.0,0.0,0.0,15.0
25.0,Spotify,1,16.666666666666664,6.0,2.0,3.0,2.0,32.5
22.0,Spotify,1,12.5,7.0,6.0,7.0,9.0,72.5
20.0,I do not use a streaming service.,5,16.666666666666664,5.0,7.0,7.0,0.0,47.5
23.0,Spotify,1,8.333333333333332,7.0,6.0,4.0,3.0,50.0
61.0,Pandora,2,8.333333333333332,2.0,2.0,2.0,0.0,15.0
24.0,Spotify,1,25.0,9.0,5.0,0.0,7.0,52.5
34.0,Spotify,1,0.0,3.0,7.0,8.0,0.0,45.0
49.0,Spotify,1,4.166666666666666,4.0,5.0,9.0,1.0,47.5
33.0,I do not use a streaming service.,5,16.666666666666664,1.0,0.0,7.0,0.0,20.0
22.0,I do not use a streaming service.,5,8.333333333333332,3.0,2.0,0.0,2.0,17.5
38.0,Spotify,1,12.5,1.0,6.0,1.0,2.0,25.0
23.0,YouTube Music,3,16.666666666666664,8.0,10.0,4.0,0.0,55.0
34.0,I do not use a streaming service.,5,8.333333333333332,8.0,10.0,10.0,0.0,70.0
40.0,Other streaming service,6,12.5,3.0,0.0,8.0,1.0,30.0
27.0,Spotify,1,4.166666666666666,3.0,4.0,1.0,0.0,20.0
54.0,YouTube Music,3,41.66666666666667,2.0,1.0,2.0,2.0,17.5
16.0,Spotify,1,41.66666666666667,0.0,0.0,0.0,0.0,0.0
23.0,I do not use a streaming service.,5,41.66666666666667,8.0,8.0,5.0,0.0,52.5
35.0,Spotify,1,16.666666666666664,1.0,1.0,1.0,0.0,7.5
22.0,YouTube Music,3,16.666666666666664,8.0,7.0,6.0,2.0,57.5
41.0,Spotify,1,12.5,6.0,5.0,4.0,0.0,37.5
63.0,Spotify,1,8.333333333333332,5.0,4.0,6.0,2.0,42.5
28.0,Spotify,1,4.166666666666666,3.0,1.0,0.0,2.0,15.0
22.0,Spotify,1,25.0,4.0,8.0,2.0,2.0,40.0
58.0,YouTube Music,3,4.166666666666666,5.0,6.0,3.0,1.0,37.5
58.0,YouTube Music,3,4.166666666666666,0.0,0.0,2.0,1.0,7.5
67.0,Other streaming service,6,16.666666666666664,7.0,6.0,7.0,4.0,60.0
70.0,I do not use a streaming service.,5,8.333333333333332,8.0,5.0,6.0,1.0,50.0
60.0,YouTube Music,3,8.333333333333332,4.0,4.0,2.0,0.0,25.0
15.0,Spotify,1,8.333333333333332,9.0,8.0,10.0,9.0,90.0
18.0,YouTube Music,3,25.0,5.0,5.0,7.0,0.0,42.5
58.0,Other streaming service,6,12.5,4.0,6.0,8.0,1.0,47.5
28.0,Other streaming service,6,4.166666666666666,4.0,8.0,5.0,0.0,42.5
22.0,Spotify,1,16.666666666666664,9.0,10.0,6.0,7.0,80.0
49.0,YouTube Music,3,2.083333333333333,3.0,2.0,2.0,2.0,22.5
20.0,YouTube Music,3,33.33333333333333,6.0,2.0,2.0,1.0,27.5
55.0,YouTube Music,3,62.5,2.0,0.0,3.0,0.0,12.5
48.0,Spotify,1,6.25,10.0,8.0,0.0,4.0,55.0
14.0,Spotify,1,8.333333333333332,4.0,4.0,2.0,2.0,30.0
18.0,Spotify,1,12.5,7.0,8.0,6.0,2.0,57.5
25.0,Spotify,1,4.166666666666666,7.0,6.0,5.0,5.0,57.5
71.0,I do not use a streaming service.,5,1.0416666666666665,1.0,0.0,0.0,0.0,2.5
60.0,YouTube Music,3,4.166666666666666,6.0,2.0,8.0,0.0,40.0
18.0,I do not use a streaming service.,5,4.166666666666666,4.0,5.0,7.0,0.0,40.0
19.0,Spotify,1,20.833333333333336,10.0,7.0,0.0,0.0,42.5
74.0,I do not use a streaming service.,5,4.166666666666666,4.0,2.0,1.0,0.0,17.5
36.0,Pandora,2,4.166666666666666,7.0,6.0,2.0,3.0,45.0
14.0,Spotify,1,29.166666666666668,3.0,2.0,8.0,0.0,32.5
20.0,Spotify,1,12.5,10.0,7.0,4.0,3.0,60.0
15.0,Spotify,1,12.5,4.0,0.0,0.0,0.0,10.0
19.0,I do not use a streaming service.,5,29.166666666666668,7.0,7.0,0.0,0.0,35.0
29.0,Spotify,1,33.33333333333333,6.0,7.0,4.0,1.0,45.0
24.0,Spotify,1,8.333333333333332,7.0,6.0,2.0,7.0,55.0
18.0,Apple Music,4,8.333333333333332,6.0,5.0,8.0,0.0,47.5
21.0,Spotify,1,8.333333333333332,10.0,10.0,2.0,3.0,62.5
19.0,Spotify,1,8.333333333333332,7.0,6.0,5.0,1.0,47.5
25.0,Spotify,1,16.666666666666664,3.0,0.0,0.0,0.0,7.5
28.0,Spotify,1,33.33333333333333,8.0,2.0,1.0,0.0,27.5
27.0,Other streaming service,6,16.666666666666664,7.0,6.0,6.0,5.0,60.0
60.0,Spotify,1,4.166666666666666,3.0,2.0,5.0,0.0,25.0
25.0,YouTube Music,3,20.833333333333336,8.0,2.0,1.0,0.0,27.5
60.0,Other streaming service,6,8.333333333333332,7.0,7.0,2.0,4.0,50.0
43.0,Other streaming service,6,4.166666666666666,5.0,1.0,1.0,1.0,20.0
51.0,I do not use a streaming service.,5,20.833333333333336,1.0,2.0,1.0,0.0,10.0
63.0,YouTube Music,3,33.33333333333333,2.0,1.0,2.0,2.0,17.5
64.0,YouTube Music,3,8.333333333333332,5.0,2.0,4.0,0.0,27.5
22.0,Spotify,1,8.333333333333332,7.0,2.0,1.0,0.0,25.0
24.0,YouTube Music,3,4.166666666666666,10.0,10.0,7.0,8.0,87.5
19.0,Spotify,1,33.33333333333333,7.0,2.0,1.0,6.0,40.0
56.0,Apple Music,4,33.33333333333333,6.0,4.0,1.0,0.0,27.5
20.0,Spotify,1,4.166666666666666,5.0,9.0,6.0,1.0,52.5
19.0,I do not use a streaming service.,5,4.166666666666666,7.0,5.0,7.0,0.0,47.5
20.0,Spotify,1,33.33333333333333,7.0,6.0,7.0,4.0,60.0
60.0,Spotify,1,8.333333333333332,0.0,0.0,0.0,0.0,0.0
65.0,Apple Music,4,25.0,3.0,5.0,0.0,2.0,25.0
28.0,Spotify,1,12.5,8.0,8.0,5.0,2.0,57.5
18.0,I do not use a streaming service.,5,16.666666666666664,8.0,7.0,10.0,6.0,77.5
42.0,Spotify,1,8.333333333333332,2.0,4.0,5.0,2.0,32.5
80.0,I do not use a streaming service.,5,12.5,7.0,3.0,9.0,2.0,52.5
22.0,I do not use a streaming service.,5,16.666666666666664,8.0,7.0,4.0,4.0,57.5
56.0,Other streaming service,6,8.333333333333332,0.0,0.0,0.0,5.0,12.5
20.0,YouTube Music,3,4.166666666666666,8.0,6.0,9.0,8.0,77.5
15.0,Spotify,1,4.166666666666666,4.0,2.0,3.0,2.0,27.5
67.0,I do not use a streaming service.,5,4.166666666666666,3.0,2.0,2.0,2.0,22.5
57.0,Spotify,1,8.333333333333332,6.0,4.0,10.0,0.0,50.0
22.0,Apple Music,4,29.166666666666668,8.0,8.0,10.0,0.0,65.0
17.0,Spotify,1,20.833333333333336,5.0,5.0,5.0,5.0,50.0
19.0,Spotify,1,12.5,10.0,8.0,6.0,2.0,65.0
50.0,I do not use a streaming service.,5,4.166666666666666,0.0,0.0,7.0,0.0,17.5
24.0,Spotify,1,25.0,8.0,8.0,10.0,0.0,65.0
67.0,Apple Music,4,8.333333333333332,8.0,2.0,0.0,0.0,25.0
18.0,Other streaming service,6,12.5,7.0,8.0,4.0,10.0,72.5
20.0,Spotify,1,6.25,0.0,2.0,0.0,1.0,7.5
15.0,Spotify,1,16.666666666666664,3.0,5.0,4.0,0.0,30.0
17.0,Spotify,1,8.333333333333332,5.0,2.0,3.0,1.0,27.5
32.0,YouTube Music,3,8.333333333333332,6.0,1.0,0.0,0.0,17.5
18.0,Spotify,1,8.333333333333332,6.0,3.0,4.0,2.0,37.5
18.0,Spotify,1,4.166666666666666,5.0,6.0,8.0,2.0,52.5
18.0,Spotify,1,12.5,8.0,4.0,7.0,5.0,60.0
19.0,Spotify,1,12.5,1.0,1.0,2.0,3.0,17.5
18.0,Spotify,1,8.333333333333332,8.0,3.0,1.0,3.0,37.5
17.0,Other streaming service,6,25.0,3.0,3.0,0.0,0.0,15.0
34.0,Spotify,1,12.5,0.0,0.0,0.0,0.0,0.0
18.0,YouTube Music,3,12.5,5.0,4.0,2.0,0.0,27.5
18.0,Spotify,1,8.333333333333332,2.0,4.0,0.0,0.0,15.0
22.0,I do not use a streaming service.,5,8.333333333333332,4.0,6.0,0.0,2.0,30.0
18.0,Spotify,1,8.333333333333332,5.0,7.0,2.0,0.0,35.0
19.0,Spotify,1,12.5,4.0,0.0,7.0,0.0,27.5
25.0,I do not use a streaming service.,5,16.666666666666664,10.0,8.0,6.0,2.0,65.0
17.0,Spotify,1,8.333333333333332,3.0,3.0,1.0,0.0,17.5
25.0,Spotify,1,20.833333333333336,8.0,7.0,2.0,1.0,45.0
18.0,Spotify,1,8.333333333333332,3.0,3.0,0.0,3.0,22.5
21.0,Spotify,1,4.166666666666666,4.0,5.0,2.0,5.0,40.0
24.0,Spotify,1,29.166666666666668,10.0,10.0,8.0,10.0,95.0
16.0,Spotify,1,12.5,10.0,2.0,7.0,8.0,67.5
18.0,Spotify,1,12.5,9.0,6.0,8.0,5.0,70.0
18.0,Spotify,1,16.666666666666664,6.0,4.0,1.0,6.0,42.5
16.0,Spotify,1,12.5,3.0,4.0,6.0,8.0,52.5
68.0,Pandora,2,4.166666666666666,10.0,10.0,10.0,0.0,75.0
16.0,Spotify,1,29.166666666666668,4.0,8.0,8.0,4.0,60.0
21.0,Spotify,1,4.166666666666666,3.0,0.0,0.0,0.0,7.5
53.0,Pandora,2,16.666666666666664,1.0,0.0,0.0,0.0,2.5
29.0,Spotify,1,16.666666666666664,5.0,6.0,7.0,7.0,62.5
18.0,Spotify,1,12.5,7.0,0.0,3.0,1.0,27.5
29.0,Spotify,1,8.333333333333332,10.0,8.0,8.0,9.0,87.5
18.0,Spotify,1,16.666666666666664,3.0,0.0,3.0,4.0,25.0
22.0,Spotify,1,20.833333333333336,1.0,0.0,0.0,1.0,5.0
19.0,Other streaming service,6,25.0,6.0,6.0,0.0,0.0,30.0
13.0,YouTube Music,3,4.166666666666666,4.0,3.0,4.0,0.0,27.5
26.0,I do not use a streaming service.,5,4.166666666666666,6.0,4.0,0.0,0.0,25.0
14.0,Spotify,1,12.5,2.0,6.0,3.0,0.0,27.5
27.0,Spotify,1,4.166666666666666,8.0,3.0,3.0,3.0,42.5
26.0,Spotify,1,33.33333333333333,8.0,10.0,7.0,3.0,70.0
59.0,Other streaming service,6,4.166666666666666,1.0,0.0,0.0,1.0,5.0
30.0,Spotify,1,33.33333333333333,8.0,6.0,6.0,8.0,70.0
27.0,Spotify,1,4.166666666666666,6.0,3.0,1.0,7.0,42.5
18.0,Apple Music,4,4.166666666666666,2.0,0.0,3.0,0.0,12.5
23.0,I do not use a streaming service.,5,41.66666666666667,0.0,0.0,0.0,0.0,0.0
18.0,Spotify,1,41.66666666666667,10.0,10.0,6.0,6.0,80.0
40.0,Spotify,1,20.833333333333336,3.0,0.0,0.0,1.0,10.0
24.0,Spotify,1,41.66666666666667,7.0,9.0,10.0,0.0,65.0
23.0,Spotify,1,8.333333333333332,8.0,7.0,6.0,2.0,57.5
56.0,Other streaming service,6,25.0,2.0,0.0,10.0,10.0,55.0
29.0,Other streaming service,6,8.333333333333332,10.0,7.0,9.0,3.0,72.5
16.0,Other streaming service,6,12.5,6.0,0.0,0.0,0.0,15.0
18.0,Spotify,1,33.33333333333333,3.0,0.0,2.0,2.0,17.5
21.0,Spotify,1,33.33333333333333,6.0,5.0,9.0,8.0,70.0
32.0,Spotify,1,33.33333333333333,7.0,6.0,5.0,8.0,65.0
22.0,YouTube Music,3,33.33333333333333,10.0,7.0,8.0,6.0,77.5
17.0,Spotify,1,50.0,0.0,3.0,9.0,5.0,42.5
18.0,Spotify,1,25.0,0.0,2.0,1.0,5.0,20.0
18.0,Spotify,1,16.666666666666664,2.0,0.0,0.0,0.0,5.0
24.0,Spotify,1,33.33333333333333,2.0,2.0,4.0,0.0,20.0
21.0,Spotify,1,8.333333333333332,5.0,6.0,3.0,4.0,45.0
46.0,I do not use a streaming service.,5,4.166666666666666,0.0,0.0,1.0,0.0,2.5
18.0,Spotify,1,8.333333333333332,5.0,4.0,3.0,7.0,47.5
16.0,Spotify,1,12.5,2.0,7.0,0.0,0.0,22.5
21.0,Spotify,1,4.166666666666666,0.0,6.0,0.0,4.0,25.0
19.0,I do not use a streaming service.,5,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Spotify,1,8.333333333333332,7.0,5.0,1.0,3.0,40.0
21.0,Other streaming service,6,0.4166666666666667,7.0,5.0,3.0,1.0,40.0
56.0,I do not use a streaming service.,5,8.333333333333332,3.0,3.0,1.0,8.0,37.5
21.0,Spotify,1,50.0,7.0,10.0,4.0,7.0,70.0
20.0,Spotify,1,4.166666666666666,3.0,2.0,3.0,0.0,20.0
21.0,Apple Music,4,4.166666666666666,5.0,1.0,1.0,9.0,40.0
25.0,Spotify,1,12.5,8.0,9.0,4.0,10.0,77.5
33.0,Spotify,1,8.333333333333332,4.0,8.0,0.0,0.0,30.0
20.0,Spotify,1,8.333333333333332,7.0,9.0,7.0,0.0,57.5
17.0,Spotify,1,12.5,1.0,5.0,6.0,4.0,40.0
24.0,YouTube Music,3,4.166666666666666,3.0,2.0,1.0,0.0,15.0
26.0,Spotify,1,12.5,6.0,8.0,0.0,0.0,35.0
17.0,YouTube Music,3,12.5,6.0,3.0,6.0,0.0,37.5
16.0,Spotify,1,20.833333333333336,7.0,4.0,8.0,0.0,47.5
27.0,Spotify,1,33.33333333333333,2.0,6.0,9.0,1.0,45.0
28.0,Spotify,1,16.666666666666664,8.0,5.0,3.0,8.0,60.0
48.0,I do not use a streaming service.,5,20.833333333333336,3.0,3.0,0.0,0.0,15.0
19.0,Spotify,1,12.5,7.0,5.0,3.0,3.0,45.0
21.0,YouTube Music,3,16.666666666666664,4.0,8.0,2.0,3.0,42.5
21.0,I do not use a streaming service.,5,4.166666666666666,3.0,0.0,0.0,5.0,20.0
15.0,Spotify,1,16.666666666666664,10.0,7.0,3.0,2.0,55.0
20.0,Spotify,1,4.166666666666666,10.0,4.0,8.0,0.0,55.0
21.0,YouTube Music,3,8.333333333333332,2.0,2.0,0.0,0.0,10.0
22.0,Spotify,1,25.0,8.0,7.0,7.0,3.0,62.5
22.0,Spotify,1,8.333333333333332,10.0,5.0,2.0,8.0,62.5
31.0,Spotify,1,4.166666666666666,9.0,10.0,10.0,6.0,87.5
20.0,YouTube Music,3,16.666666666666664,5.0,2.0,1.0,6.0,35.0
49.0,I do not use a streaming service.,5,33.33333333333333,4.0,8.0,9.0,1.0,55.0
42.0,Spotify,1,8.333333333333332,7.0,8.0,5.0,3.0,57.5
26.0,Spotify,1,8.333333333333332,2.0,2.0,0.0,3.0,17.5
17.0,Spotify,1,41.66666666666667,10.0,3.0,0.0,4.0,42.5
30.0,I do not use a streaming service.,5,0.0,10.0,10.0,10.0,9.0,97.5
23.0,Spotify,1,25.0,3.0,7.0,7.0,4.0,52.5
30.0,Apple Music,4,12.5,7.0,5.0,7.0,7.0,65.0
31.0,Spotify,1,8.333333333333332,7.0,4.0,8.0,8.0,67.5
42.0,Other streaming service,6,1.0416666666666665,7.0,9.0,4.0,5.0,62.5
16.0,Other streaming service,6,16.666666666666664,4.0,7.0,1.0,3.0,37.5
34.0,YouTube Music,3,8.333333333333332,5.0,9.0,9.0,6.0,72.5
21.0,YouTube Music,3,8.333333333333332,5.0,4.0,10.0,7.0,65.0
27.0,YouTube Music,3,12.5,7.0,2.0,0.0,1.0,25.0
18.0,Spotify,1,25.0,8.0,6.0,0.0,2.0,40.0
26.0,Spotify,1,12.5,1.0,3.0,10.0,0.0,35.0
37.0,Spotify,1,8.333333333333332,8.0,10.0,10.0,2.0,75.0
26.0,Spotify,1,20.833333333333336,4.0,7.0,6.0,0.0,42.5
19.0,Spotify,1,16.666666666666664,9.0,6.0,3.0,0.0,45.0
22.0,Spotify,1,16.666666666666664,10.0,7.0,4.0,4.0,62.5
43.0,I do not use a streaming service.,5,0.0,1.0,2.0,2.0,0.0,12.5
24.0,I do not use a streaming service.,5,50.0,7.0,10.0,0.0,8.0,62.5
21.0,I do not use a streaming service.,5,2.083333333333333,10.0,2.0,1.0,10.0,57.5
28.0,I do not use a streaming service.,5,4.166666666666666,2.0,1.0,2.0,2.0,17.5
23.0,YouTube Music,3,12.5,3.0,10.0,0.0,0.0,32.5
20.0,Apple Music,4,50.0,7.0,10.0,2.0,0.0,47.5
17.0,Spotify,1,16.666666666666664,4.0,2.0,0.0,0.0,15.0
19.0,Spotify,1,12.5,4.0,2.0,5.0,3.0,35.0
32.0,Spotify,1,4.166666666666666,6.0,8.0,7.0,0.0,52.5
18.0,YouTube Music,3,16.666666666666664,8.0,6.0,4.0,0.0,45.0
20.0,Other streaming service,6,8.333333333333332,2.0,2.0,0.0,0.0,10.0
27.0,Spotify,1,12.5,8.0,7.0,9.0,3.0,67.5
15.0,Spotify,1,12.5,4.0,3.0,5.0,0.0,30.0
26.0,Spotify,1,4.166666666666666,6.0,1.0,0.0,4.0,27.5
24.0,Spotify,1,8.333333333333332,6.0,6.0,3.0,6.0,52.5
20.0,Spotify,1,4.166666666666666,8.0,7.0,1.0,1.0,42.5
21.0,YouTube Music,3,2.083333333333333,5.0,3.0,4.0,1.0,32.5
16.0,Spotify,1,8.333333333333332,6.0,2.0,4.0,3.0,37.5
21.0,Spotify,1,45.83333333333333,5.0,6.0,6.0,0.0,42.5
27.0,Spotify,1,41.66666666666667,6.0,10.0,8.0,1.0,62.5
17.0,Spotify,1,20.833333333333336,7.0,3.0,9.0,7.0,65.0
21.0,Spotify,1,6.25,4.0,6.0,0.0,0.0,25.0
17.0,Spotify,1,8.333333333333332,9.0,4.0,0.0,1.0,35.0
21.0,Spotify,1,12.5,9.0,7.0,7.0,5.0,70.0
17.0,YouTube Music,3,8.333333333333332,5.0,10.0,2.0,7.0,60.0
36.0,YouTube Music,3,12.5,1.0,0.0,1.0,0.0,5.0
18.0,Spotify,1,16.666666666666664,8.0,7.0,2.0,6.0,57.5
18.0,Spotify,1,4.166666666666666,5.0,1.0,4.0,0.0,25.0
18.0,Apple Music,4,20.833333333333336,10.0,6.0,0.0,0.0,40.0
18.0,Apple Music,4,8.333333333333332,7.0,5.0,5.0,5.0,55.0
18.0,Spotify,1,29.166666666666668,3.0,1.0,0.0,3.0,17.5
18.0,Spotify,1,8.333333333333332,5.0,8.0,7.0,4.0,60.0
18.0,I do not use a streaming service.,5,4.166666666666666,2.0,0.0,0.0,5.0,17.5
18.0,I do not use a streaming service.,5,4.166666666666666,7.0,0.0,0.0,0.0,17.5
18.0,Spotify,1,16.666666666666664,8.0,0.0,0.0,2.0,25.0
20.0,Spotify,1,25.0,4.0,1.0,1.0,0.0,15.0
19.0,Spotify,1,12.5,3.0,8.0,0.0,2.0,32.5
17.0,Spotify,1,16.666666666666664,7.0,0.0,2.0,2.0,27.5
23.0,Spotify,1,16.666666666666664,10.0,8.0,10.0,0.0,70.0
18.0,YouTube Music,3,4.166666666666666,7.0,1.0,1.0,1.0,25.0
19.0,Spotify,1,8.333333333333332,5.0,9.0,1.0,7.0,55.0
89.0,Spotify,1,100.0,0.0,0.0,0.0,0.0,0.0
20.0,Spotify,1,20.833333333333336,10.0,6.0,3.0,8.0,67.5
16.0,Spotify,1,12.5,7.0,3.5,3.5,5.5,48.75
17.0,Spotify,1,16.666666666666664,2.0,0.0,0.0,2.0,10.0
16.0,Spotify,1,37.5,10.0,10.0,10.0,8.0,95.0
20.0,YouTube Music,3,4.166666666666666,8.0,9.0,6.0,5.0,70.0
30.0,YouTube Music,3,4.166666666666666,9.0,7.0,8.0,4.0,70.0
37.0,Spotify,1,8.333333333333332,6.0,4.0,5.0,0.0,37.5
44.0,YouTube Music,3,6.25,8.0,5.0,9.0,4.0,65.0
21.0,Spotify,1,8.333333333333332,3.0,7.0,0.0,0.0,25.0
19.0,Spotify,1,16.666666666666664,9.0,1.0,0.0,9.0,47.5
23.0,Spotify,1,4.166666666666666,8.0,6.0,1.0,4.0,47.5
26.0,Spotify,1,4.166666666666666,4.0,1.0,1.0,6.0,30.0
18.0,Spotify,1,12.5,6.0,5.0,3.0,1.0,37.5
35.0,Spotify,1,16.666666666666664,7.0,8.0,6.0,5.0,65.0
16.0,Spotify,1,33.33333333333333,8.0,9.0,5.0,10.0,80.0
19.0,Spotify,1,20.833333333333336,8.0,6.0,7.0,0.0,52.5
23.0,I do not use a streaming service.,5,12.5,10.0,5.0,2.0,0.0,42.5
17.0,YouTube Music,3,33.33333333333333,5.0,2.0,4.0,7.0,45.0
29.0,Apple Music,4,4.166666666666666,9.0,3.0,2.0,0.0,35.0
